sexo,edad_rango,percentil,fuerza_kg,unidad,fuente
Mujer,60-64,30,22.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,40,24.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,50,26.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,60,27.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,70,29.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,80,31.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,90,34.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,60-64,95,37.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,5,14.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,10,16.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,20,19.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,30,21.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,40,23.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,50,25.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,60,26.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,70,28.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,80,30.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,90,33.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,65-69,95,35.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,5,13.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,10,15.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,20,18.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,30,20.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,40,22.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,50,23.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,60,25.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,70,26.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,80,28.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,90,31.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,70-74,95,34.1,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,5,12.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,10,14.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,20,17.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,30,18.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,40,20.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,50,22.1,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,60,23.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,70,25.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,80,27.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,90,29.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,75-79,95,32.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,5,10.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,10,12.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,20,15.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,30,17.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,40,18.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,50,20.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,60,21.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,70,23.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,80,25.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,90,28.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,80-84,95,30.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,5,9.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,10,11.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,20,13.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,30,15.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,40,17.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,50,18.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,60,20.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,70,21.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,80,23.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,90,25.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,85-89,95,28.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,5,7.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,10,9.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,20,12.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,30,13.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,40,15.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,50,16.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,60,18.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,70,19.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,80,21.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,90,23.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,90-94,95,25.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,5,6.1,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,10,8.0,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,20,10.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,30,11.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,40,13.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,50,14.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,60,15.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,70,17.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,80,18.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,90,21.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,95-99,95,23.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,5,4.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,10,6.1,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,20,8.3,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,30,9.8,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,40,11.2,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,50,12.4,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,60,13.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,70,14.9,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,80,16.5,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,90,18.7,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
Mujer,+100,95,20.6,kg,https://pmc.ncbi.nlm.nih.gov/articles/PMC11863340/
